16 0.007671 0.000107 0.098304 12.814821 12.996182 900
32 0.007903 0.000191 0.786432 99.512320 101.973441 900
64 0.013246 0.001270 6.291456 474.968125 525.338517 900
128 0.080835 0.006111 50.331648 622.645924 673.567738 900
256 0.619422 0.044356 402.653184 650.046674 700.185929 900
512 5.402385 0.349050 3221.225472 596.259888 637.445440 900
1024 19.638613 8.758486 23428.595712 1192.986273 2153.338450 900
