16 0.007609 0.000130 0.098304 12.919623 13.144087 0.007459 13.178536 900
32 0.007817 0.000189 0.786432 100.604962 103.098546 0.007604 103.428286 900
64 0.013350 0.001290 6.291456 471.269762 521.672447 0.012036 522.736853 900
128 0.081629 0.006267 50.331648 616.589994 667.865370 0.075327 668.171879 900
256 0.617152 0.044371 402.653184 652.437649 702.979483 0.572743 703.025719 900
512 5.359388 0.349037 3221.225472 601.043515 642.914110 5.010325 642.917476 900
576 7.334241 0.496692 4586.471424 625.350527 670.777123 6.837520 670.779976 900
640 10.084690 0.681127 6291.456000 623.862106 669.050230 9.403538 669.052028 900
