16 0.161406 0.098356 0.098304 0.609048 1.559143
32 0.158539 0.083994 0.786432 4.960494 10.549741
64 0.196449 0.085004 6.291456 32.025893 56.453487
128 0.311694 0.091456 50.331648 161.477805 228.533018
256 4.131170 0.142784 402.653184 97.467105 100.956425
512 106.606300 0.518860 3221.225472 30.216089 30.363872
576 109.422829 0.708211 4586.471424 41.915124 42.188176
640 163.412675 0.922915 6291.456000 38.500416 38.719092
800 329.924105 1.694668 12288.000000 37.244929 37.437227
